contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid,monotonic_clean,butterfly_clean,is_clean,maturity_T
COST260320C01260000,2025-04-28 15:37:37+00:00,1260.0,21.8,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,21.8,True,True,False,1.0
COST260320C01280000,2025-05-08 18:43:32+00:00,1280.0,23.0,0.0,0.0,0.0,0.0,17.0,0,0.062509375,False,REGULAR,USD,23.0,False,False,False,1.0
COST260320C01300000,2025-05-08 14:54:04+00:00,1300.0,18.8,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,18.8,True,True,True,1.0
COST260320C01320000,2025-05-07 14:08:34+00:00,1320.0,20.45,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,20.45,False,False,False,1.0
COST260320C01340000,2025-05-07 16:04:45+00:00,1340.0,16.4,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD,16.4,True,True,False,1.0
COST260320C01360000,2025-05-05 18:14:53+00:00,1360.0,14.42,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,14.42,True,False,False,1.0
COST260320C01380000,2025-05-01 18:26:11+00:00,1380.0,12.05,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,12.05,True,True,False,1.0
COST260320C01400000,2025-05-01 18:28:33+00:00,1400.0,10.5,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,10.5,True,False,False,1.0
COST260320C01420000,2025-04-24 18:10:51+00:00,1420.0,7.22,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,7.22,True,True,True,1.0
COST260320C01440000,2025-04-03 15:17:08+00:00,1440.0,6.29,3.65,11.3,0.0,0.0,4.0,6,0.27458916336059574,False,REGULAR,USD,6.29,True,True,False,1.0
COST260320C01460000,2025-04-30 17:51:14+00:00,1460.0,6.4,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD,6.4,True,False,False,1.0
COST260320C01480000,2025-05-07 16:33:08+00:00,1480.0,6.0,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,6.0,True,False,False,1.0
COST260320C01500000,2025-05-08 14:47:29+00:00,1500.0,5.0,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,5.0,True,False,False,1.0
COST260320C01520000,2025-04-14 14:57:56+00:00,1520.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD,3.0,True,True,False,1.0
COST260320C01540000,2025-02-27 18:28:44+00:00,1540.0,9.0,0.0,4.75,0.0,0.0,6.0,3,0.259345785522461,False,REGULAR,USD,9.0,False,False,False,1.0
COST260320C01560000,2025-04-30 13:38:52+00:00,1560.0,2.9,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,2.9,True,True,False,1.0
COST260320C01580000,2025-04-30 17:38:40+00:00,1580.0,3.15,0.0,0.0,0.0,0.0,100.0,0,0.062509375,False,REGULAR,USD,3.15,True,False,False,1.0
COST260320C01600000,2025-05-07 19:52:49+00:00,1600.0,3.25,0.0,0.0,0.0,0.0,4.0,0,0.062509375,False,REGULAR,USD,3.25,True,True,False,1.0
