contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid,monotonic_clean,butterfly_clean,is_clean
COST250620C01055000,2025-04-28 19:20:36+00:00,1055.0,13.55,16.9,18.45,0.0,0.0,3.0,12.0,0.271140711517334,False,REGULAR,USD,17.674999999999997,True,True,False
COST250620C01060000,2025-04-30 19:20:50+00:00,1060.0,16.25,15.75,17.5,0.0,0.0,365.0,680.0,0.2739177833557129,False,REGULAR,USD,16.625,True,False,False
COST250620C01065000,2025-04-30 19:49:50+00:00,1065.0,15.12,14.25,15.65,0.0,0.0,76.0,136.0,0.2689434678649902,False,REGULAR,USD,14.95,True,True,False
COST250620C01070000,2025-04-30 15:17:31+00:00,1070.0,12.06,12.2,15.15,0.0,0.0,3.0,61.0,0.27436028381347655,False,REGULAR,USD,13.675,True,True,False
COST250620C01075000,2025-04-30 19:50:46+00:00,1075.0,13.29,12.05,13.35,0.0,0.0,2.0,45.0,0.2683331224060058,False,REGULAR,USD,12.7,True,False,False
COST250620C01080000,2025-04-30 19:59:44+00:00,1080.0,11.99,10.3,12.15,0.0,0.0,11.0,815.0,0.26662415512084964,False,REGULAR,USD,11.225000000000001,True,False,False
COST250620C01100000,2025-05-01 13:34:00+00:00,1100.0,8.3,7.35,8.2,0.3000002,3.7500024,6.0,1001.0,0.26082587326049805,False,REGULAR,USD,7.7749999999999995,True,True,False
COST250620C01120000,2025-04-30 18:28:23+00:00,1120.0,5.2,4.75,5.7,-0.07000017,-1.3282765,1.0,480.0,0.2603833728027344,False,REGULAR,USD,5.225,True,True,False
COST250620C01140000,2025-04-30 14:18:53+00:00,1140.0,2.66,2.77,4.0,0.0,0.0,2.0,536.0,0.26190923645019537,False,REGULAR,USD,3.385,True,True,True
COST250620C01160000,2025-04-30 18:37:32+00:00,1160.0,2.18,1.92,2.82,0.0,0.0,11.0,2041.0,0.2643201010131836,False,REGULAR,USD,2.37,True,True,True
COST250620C01180000,2025-04-29 17:10:17+00:00,1180.0,1.22,0.77,2.8,0.0,0.0,3.0,325.0,0.28635357208251955,False,REGULAR,USD,1.785,True,True,True
COST250620C01200000,2025-04-30 19:49:40+00:00,1200.0,1.49,0.9,1.5,0.0,0.0,2.0,1097.0,0.27332269653320307,False,REGULAR,USD,1.2,True,True,False
COST250620C01220000,2025-04-30 14:39:08+00:00,1220.0,0.63,0.16,1.5,0.0,0.0,1.0,272.0,0.29273168212890616,False,REGULAR,USD,0.83,True,True,False
COST250620C01240000,2025-04-30 13:33:58+00:00,1240.0,0.45,0.03,1.4,0.0,0.0,3.0,84.0,0.30799031860351556,False,REGULAR,USD,0.715,True,False,False
COST250620C01260000,2025-04-29 15:27:27+00:00,1260.0,0.46,0.0,0.95,0.0,0.0,1.0,2824.0,0.3067085931396484,False,REGULAR,USD,0.475,True,True,True
COST250620C01280000,2025-04-30 13:33:58+00:00,1280.0,0.7,0.0,1.15,0.0,0.0,1.0,87.0,0.3332586206054688,False,REGULAR,USD,0.575,True,False,False
COST250620C01300000,2025-04-28 13:46:10+00:00,1300.0,0.3,0.0,0.0,0.0,0.0,2.0,401.0,0.12500875,False,REGULAR,USD,0.3,True,True,False
COST250620C01320000,2025-04-10 18:42:42+00:00,1320.0,0.47,0.0,1.12,0.0,0.0,1.0,356.0,0.36524072265625,False,REGULAR,USD,0.56,True,False,False
COST250620C01340000,2025-04-24 16:41:48+00:00,1340.0,0.6,0.0,0.78,0.0,0.0,16.0,837.0,0.36206692626953124,False,REGULAR,USD,0.39,True,True,False
COST250620C01360000,2025-04-28 19:51:59+00:00,1360.0,0.25,0.0,0.75,0.0,0.0,4.0,192.0,0.37525038818359374,False,REGULAR,USD,0.375,True,True,False
COST250620C01380000,2025-04-29 15:45:38+00:00,1380.0,0.15,0.0,0.72,0.0,0.0,1.0,76.0,0.3878235046386719,False,REGULAR,USD,0.36,True,True,False
COST250620C01400000,2025-04-29 17:42:31+00:00,1400.0,0.25,0.01,1.05,0.0,0.0,1.0,141.0,0.42365078308105464,False,REGULAR,USD,0.53,True,True,False
COST250620C01420000,2025-04-15 15:24:42+00:00,1420.0,0.35,0.0,1.43,0.0,0.0,25.0,175.0,0.4585015087890626,False,REGULAR,USD,0.715,True,False,False
COST250620C01440000,2025-03-05 14:30:43+00:00,1440.0,1.5,0.0,0.99,0.0,0.0,3.0,12.0,0.4489801196289062,False,REGULAR,USD,0.495,True,True,False
COST250620C01460000,2025-03-31 18:08:43+00:00,1460.0,0.1,0.0,0.64,0.0,0.0,1.0,20.0,0.43726148681640625,False,REGULAR,USD,0.32,True,True,False
COST250620C01480000,2025-04-02 17:02:51+00:00,1480.0,0.16,0.01,0.62,0.0,0.0,1.0,47.0,0.44873598144531246,False,REGULAR,USD,0.315,True,False,False
COST250620C01500000,2025-04-25 19:02:54+00:00,1500.0,0.1,0.05,0.29,0.0,0.0,2.0,537.0,0.422857333984375,False,REGULAR,USD,0.16999999999999998,True,True,True
